"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2950912";"2015";"WA";"Washington";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.3";"";"";"77.4";"79.3";"12471";"Overall";"Overall";"ADDEPEV2";"50";"50";"";"";"";"";"";""
"2950647";"2015";"WV";"West Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.4";"";"";"22.1";"24.8";"1380";"Overall";"Overall";"ADDEPEV2";"51";"51";"";"";"";"";"";""
"2950648";"2015";"WV";"West Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.6";"";"";"75.2";"77.9";"4549";"Overall";"Overall";"ADDEPEV2";"51";"51";"";"";"";"";"";""
"2950974";"2015";"WI";"Wisconsin";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.5";"";"";"16.0";"19.0";"1076";"Overall";"Overall";"ADDEPEV2";"52";"52";"";"";"";"";"";""
"2950975";"2015";"WI";"Wisconsin";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.5";"";"";"81.0";"84.0";"5087";"Overall";"Overall";"ADDEPEV2";"52";"52";"";"";"";"";"";""
"2950707";"2015";"WY";"Wyoming";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.0";"";"";"19.1";"22.9";"1062";"Overall";"Overall";"ADDEPEV2";"53";"53";"";"";"";"";"";""
"2950708";"2015";"WY";"Wyoming";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.0";"";"";"77.1";"80.9";"4397";"Overall";"Overall";"ADDEPEV2";"53";"53";"";"";"";"";"";""
"2950418";"2015";"GU";"Guam";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"9.6";"";"";"7.3";"11.9";"137";"Overall";"Overall";"ADDEPEV2";"56";"56";"";"";"";"";"";""
"2950419";"2015";"GU";"Guam";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"90.4";"";"";"88.1";"92.7";"1523";"Overall";"Overall";"ADDEPEV2";"56";"56";"";"";"";"";"";""
"2950856";"2015";"PR";"Puerto Rico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.4";"17.8";"1024";"Overall";"Overall";"ADDEPEV2";"60";"60";"";"";"";"";"";""
"2950857";"2015";"PR";"Puerto Rico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"82.2";"84.6";"4374";"Overall";"Overall";"ADDEPEV2";"60";"60";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Datasource";"";"Behavioral Risk Factor Surveillance System";"http://www.cdc.gov/brfss";"BRFSS";"CDC"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"%";"Percent";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"CI";"95% Confidence Interval";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"n";"“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"N/A";"Translates to no data available for a record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"No Data";"Translates to no data available for record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SuggestedCitation";"";"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.";"https://www.cdc.gov/brfss/brfssprevalence/";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Prevalence Data and Data Analysis Tools";"/brfss/data_tools.htm";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Behavioral Risk Factor Surveillance System (BRFSS)";"/brfss/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Division of Population Health";"/nccdphp/dph/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Survey Data & Documentation";"/brfss/data_documentation/index.htm";"";""
